ID;Raw_ADC;;;;;;;
42715;2096;;;;;;;
42735;2096;;;;;;;
42755;2098;;;;;;;
42775;2097;;;;;;;
42795;2098;;;;;;;
42815;2100;;;;;;;
42835;2085;;;;;;;
42855;2093;;;;;;;
42875;2095;;;;;;;
42895;2103;;;;;;;
42915;2096;;;;;;;
42935;2099;;;;;;;
42955;2102;;;;;;;
42975;2096;;;;;;;
42995;2097;;;;;;;
43015;2079;;;;;;;
43035;2080;;;;;;;
43055;2087;;;;;;;
43075;2093;;;;;;;
43095;2099;;;;;;;
43115;2097;;;;;;;
43135;2096;;;;;;;
43155;2096;;;;;;;
43175;2101;;;;;;;
43195;2094;;;;;;;
43215;2093;;;;;;;
43235;2085;;;;;;;
43255;2095;;;;;;;
43275;2096;;;;;;;
43295;2112;;;;;;;
43315;2098;;;;;;;
43335;2096;;;;;;;
43355;2100;;;;;;;
43375;2109;;;;;;;
43395;2096;;;;;;;
43415;2089;;;;;;;
43435;2096;;;;;;;
43455;2090;;;;;;;
43475;2091;;;;;;;
43495;2093;;;;;;;
43515;2096;;;;;;;
43535;2083;;;;;;;
43555;2096;;;;;;;
43575;2096;;;;;;;
43595;2086;;;;;;;
43615;2103;;;;;;;
43635;2100;;;;;;;
43655;2096;;;;;;;
43675;2098;;;;;;;
43695;2099;;;;;;;
43715;2111;;;;;;;
43735;2106;;;;;;;
43755;2093;;;;;;;
43775;2102;;;;;;;
43795;2085;;;;;;;
43815;2093;;;;;;;
43835;2090;;;;;;;
43855;2095;;;;;;;
43875;2100;;;;;;;
43895;2112;;;;;;;
43915;2081;;;;;;;
43935;2095;;;;;;;
43955;2093;;;;;;;
43975;2090;;;;;;;
43995;2097;;;;;;;
44015;2093;;;;;;;
44035;2105;;;;;;;
44055;2094;;;;;;;
44075;2099;;;;;;;
44095;2099;;;;;;;
44115;2107;;;;;;;
44135;2093;;;;;;;
44155;2108;;;;;;;
44175;2105;;;;;;;
44195;2102;;;;;;;
44215;2089;;;;;;;
44235;2105;;;;;;;
44255;2105;;;;;;;
44275;2095;;;;;;;
44295;2085;;;;;;;
44315;2097;;;;;;;
44335;2092;;;;;;;
44355;2085;;;;;;;
44375;2086;;;;;;;
44395;2098;;;;;;;
44415;2092;;;;;;;
44435;2096;;;;;;;
44455;2089;;;;;;;
44475;2096;;;;;;;
44495;2095;;;;;;;
44515;2086;;;;;;;
44535;2084;;;;;;;
44555;2094;;;;;;;
44575;2093;;;;;;;
44595;2096;;;;;;;
44615;2101;;;;;;;
44635;2096;;;;;;;
44655;2096;;;;;;;
44675;2109;;;;;;;
44695;2103;;;;;;;
44715;2101;;;;;;;
44735;2096;;;;;;;
44755;2089;;;;;;;
44775;2096;;;;;;;
44795;2096;;;;;;;
44815;2107;;;;;;;
44835;2098;;;;;;;
44855;2101;;;;;;;
44875;2103;;;;;;;
44895;2086;;;;;;;
44915;2098;;;;;;;
44935;2115;;;;;;;
44955;2097;;;;;;;
44975;2096;;;;;;;
44995;2096;;;;;;;
45015;2092;;;;;;;
45035;2096;;;;;;;
45055;2096;;;;;;;
45075;2096;;;;;;;
45095;2103;;;;;;;
45115;2105;;;;;;;
45135;2079;;;;;;;
45155;2093;;;;;;;
45175;2087;;;;;;;
45195;2086;;;;;;;
45215;2090;;;;;;;
45235;2101;;;;;;;
45255;2098;;;;;;;
45275;2095;;;;;;;
45295;2096;;;;;;;
45315;2096;;;;;;;
45335;2097;;;;;;;
45355;2096;;;;;;;
45375;2092;;;;;;;
45395;2097;;;;;;;
45415;2096;;;;;;;
45435;2097;;;;;;;
45455;2096;;;;;;;
45475;2086;;;;;;;
45495;2095;;;;;;;
45515;2087;;;;;;;
45535;2098;;;;;;;
45555;2085;;;;;;;
45575;2092;;;;;;;
45595;2096;;;;;;;
45615;2096;;;;;;;
45635;2081;;;;;;;
45655;2095;;;;;;;
45675;2097;;;;;;;
45695;2107;;;;;;;
45715;2090;;;;;;;
45735;2093;;;;;;;
45755;2095;;;;;;;
45775;2095;;;;;;;
45795;2094;;;;;;;
45815;2081;;;;;;;
45835;2083;;;;;;;
45855;2090;;;;;;;
45875;2098;;;;;;;
45895;2089;;;;;;;
45915;2097;;;;;;;
45935;2097;;;;;;;
45955;2096;;;;;;;
45975;2093;;;;;;;
45995;2097;;;;;;;
46015;2091;;;;;;;
46035;2107;;;;;;;
46055;2090;;;;;;;
46075;2094;;;;;;;
46095;2087;;;;;;;
46115;2086;;;;;;;
46135;2097;;;;;;;
46155;2098;;;;;;;
46175;2091;;;;;;;
46195;2087;;;;;;;
46215;2106;;;;;;;
46235;2097;;;;;;;
46255;2096;;;;;;;
46275;2109;;;;;;;
46295;2090;;;;;;;
46315;2112;;;;;;;
46335;2099;;;;;;;
46355;2100;;;;;;;
46375;2089;;;;;;;
46395;2096;;;;;;;
46415;2097;;;;;;;
46435;2105;;;;;;;
46455;2106;;;;;;;
46475;2094;;;;;;;
46495;2095;;;;;;;
46515;2087;;;;;;;
46535;2101;;;;;;;
46555;2096;;;;;;;
46575;2087;;;;;;;
46595;2096;;;;;;;
46615;2094;;;;;;;
46635;2095;;;;;;;
46655;2098;;;;;;;
46675;2101;;;;;;;
46695;2099;;;;;;;
46715;2093;;;;;;;
46735;2112;;;;;;;
46755;2096;;;;;;;
46775;2106;;;;;;;
46795;2083;;;;;;;
46815;2096;;;;;;;
46835;2096;;;;;;;
46855;2085;;;;;;;
46875;2090;;;;;;;
46895;2099;;;;;;;
46915;2098;;;;;;;
46935;2097;;;;;;;
46955;2085;;;;;;;
46975;2085;;;;;;;
46995;2097;;;;;;;
47015;2103;;;;;;;
47035;2096;;;;;;;
47055;2090;;;;;;;
47075;2087;;;;;;;
47095;2095;;;;;;;
47115;2083;;;;;;;
47135;2096;;;;;;;
47155;2085;;;;;;;
47175;2095;;;;;;;
47195;2098;;;;;;;
47215;2099;;;;;;;
47235;2105;;;;;;;
47255;2097;;;;;;;
47275;2098;;;;;;;
47295;2111;;;;;;;
47315;2101;;;;;;;
47335;2113;;;;;;;
47355;2083;;;;;;;
47375;2095;;;;;;;
47395;2096;;;;;;;
47415;2102;;;;;;;
47435;2097;;;;;;;
47455;2096;;;;;;;
47475;2092;;;;;;;
47495;2096;;;;;;;
47515;2103;;;;;;;
47535;2095;;;;;;;
47555;2083;;;;;;;
47575;2096;;;;;;;
47595;2101;;;;;;;
47615;2091;;;;;;;
47635;2102;;;;;;;
47655;2093;;;;;;;
47675;2100;;;;;;;
47695;2096;;;;;;;
47715;2098;;;;;;;
47735;2112;;;;;;;
47755;2080;;;;;;;
47775;2083;;;;;;;
47795;2103;;;;;;;
47815;2085;;;;;;;
47835;2096;;;;;;;
47855;2105;;;;;;;
47875;2097;;;;;;;
47895;2086;;;;;;;
47915;2077;;;;;;;
47935;2094;;;;;;;
47955;2097;;;;;;;
47975;2101;;;;;;;
47995;2106;;;;;;;
48015;2097;;;;;;;
48035;2097;;;;;;;
48055;2096;;;;;;;
48075;2101;;;;;;;
48095;2085;;;;;;;
48115;2091;;;;;;;
48135;2090;;;;;;;
48155;2103;;;;;;;
48175;2087;;;;;;;
48195;2098;;;;;;;
48215;2099;;;;;;;
48235;2102;;;;;;;
48255;2110;;;;;;;
48275;2097;;;;;;;
48295;2101;;;;;;;
48315;2087;;;;;;;
48335;2096;;;;;;;
48355;2091;;;;;;;
48375;2096;;;;;;;
48395;2096;;;;;;;
48415;2090;;;;;;;
48435;2095;;;;;;;
48455;2098;;;;;;;
48475;2095;;;;;;;
48495;2087;;;;;;;
48515;2086;;;;;;;
48535;2102;;;;;;;
48555;2099;;;;;;;
48575;2097;;;;;;;
48595;2112;;;;;;;
48615;2095;;;;;;;
48635;2105;;;;;;;
48655;2090;;;;;;;
48675;2091;;;;;;;
48695;2094;;;;;;;
48715;2097;;;;;;;
48735;2112;;;;;;;
48755;2097;;;;;;;
48775;2091;;;;;;;
48795;2081;;;;;;;
48815;2100;;;;;;;
48835;2096;;;;;;;
48855;2095;;;;;;;
48875;2090;;;;;;;
48895;2085;;;;;;;
48915;2104;;;;;;;
48935;2096;;;;;;;
48955;2093;;;;;;;
48975;2083;;;;;;;
48995;2091;;;;;;;
49015;2092;;;;;;;
49035;2095;;;;;;;
49055;2105;;;;;;;
49075;2098;;;;;;;
49095;2099;;;;;;;
49115;2087;;;;;;;
49135;2094;;;;;;;
49155;2096;;;;;;;
49175;2079;;;;;;;
49195;2090;;;;;;;
49215;2094;;;;;;;
49235;2087;;;;;;;
49255;2102;;;;;;;
49275;2109;;;;;;;
49295;2091;;;;;;;
49315;2106;;;;;;;
49335;2096;;;;;;;
49355;2083;;;;;;;
49375;2084;;;;;;;
49395;2099;;;;;;;
49415;2092;;;;;;;
49435;2098;;;;;;;
49455;2105;;;;;;;
49475;2096;;;;;;;
49495;2101;;;;;;;
49515;2099;;;;;;;
49535;2091;;;;;;;
49555;2091;;;;;;;
49575;2100;;;;;;;
49595;2086;;;;;;;
49615;2090;;;;;;;
49635;2099;;;;;;;
49655;2093;;;;;;;
49675;2093;;;;;;;
49695;2090;;;;;;;
49715;2090;;;;;;;
49735;2087;;;;;;;
49755;2096;;;;;;;
49775;2106;;;;;;;
49795;2095;;;;;;;
49815;2082;;;;;;;
49835;2090;;;;;;;
49855;2099;;;;;;;
49875;2081;;;;;;;
49895;2095;;;;;;;
49915;2091;;;;;;;
49935;2096;;;;;;;
49955;2096;;;;;;;
49975;2111;;;;;;;
49995;2089;;;;;;;
50015;2092;;;;;;;
50035;2094;;;;;;;
50055;2097;;;;;;;
50075;2095;;;;;;;
50095;2102;;;;;;;
50115;2096;;;;;;;
50135;2094;;;;;;;
50155;2102;;;;;;;
50175;2090;;;;;;;
50195;2082;;;;;;;
50215;2089;;;;;;;
50235;2101;;;;;;;
50255;2088;;;;;;;
50275;2095;;;;;;;
50295;2094;;;;;;;
50315;2099;;;;;;;
50335;2099;;;;;;;
50355;2101;;;;;;;
50375;2091;;;;;;;
50395;2100;;;;;;;
50415;2096;;;;;;;
50435;2099;;;;;;;
50455;2095;;;;;;;
50475;2095;;;;;;;
50495;2081;;;;;;;
50515;2096;;;;;;;
50535;2097;;;;;;;
50555;2106;;;;;;;
50575;2099;;;;;;;
50595;2083;;;;;;;
50615;2098;;;;;;;
50635;2100;;;;;;;
50655;2108;;;;;;;
50675;2086;;;;;;;
50695;2094;;;;;;;
50715;2099;;;;;;;
50735;2099;;;;;;;
50755;2090;;;;;;;
50775;2099;;;;;;;
50795;2087;;;;;;;
50815;2098;;;;;;;
50835;2098;;;;;;;
50855;2103;;;;;;;
50875;2089;;;;;;;
50895;2095;;;;;;;
50915;2093;;;;;;;
50935;2092;;;;;;;
50955;2107;;;;;;;
50975;2091;;;;;;;
50995;2096;;;;;;;
51015;2096;;;;;;;
51035;2103;;;;;;;
51055;2083;;;;;;;
51075;2092;;;;;;;
51095;2095;;;;;;;
51115;2098;;;;;;;
51135;2096;;;;;;;
51155;2100;;;;;;;
51175;2099;;;;;;;
51195;2091;;;;;;;
51215;2097;;;;;;;
51235;2102;;;;;;;
51255;2095;;;;;;;
51275;2096;;;;;;;
51295;2096;;;;;;;
51315;2095;;;;;;;
51335;2091;;;;;;;
51355;2097;;;;;;;
51375;2094;;;;;;;
51395;2106;;;;;;;
51415;2097;;;;;;;
51435;2095;;;;;;;
51455;2087;;;;;;;
51475;2096;;;;;;;
51495;2099;;;;;;;
51515;2095;;;;;;;
51535;2096;;;;;;;
51555;2095;;;;;;;
51575;2096;;;;;;;
51595;2094;;;;;;;
51615;2096;;;;;;;
51635;2094;;;;;;;
51655;2107;;;;;;;
51675;2089;;;;;;;
51695;2100;;;;;;;
51715;2102;;;;;;;
51735;2095;;;;;;;
51755;2097;;;;;;;
51775;2090;;;;;;;
51795;2103;;;;;;;
51815;2096;;;;;;;
51835;2101;;;;;;;
51855;2097;;;;;;;
51875;2097;;;;;;;
51895;2103;;;;;;;
51915;2098;;;;;;;
51935;2096;;;;;;;
51955;2098;;;;;;;
51975;2097;;;;;;;
51995;2095;;;;;;;
52015;2095;;;;;;;
52035;2105;;;;;;;
52055;2109;;;;;;;
52075;2096;;;;;;;
52095;2093;;;;;;;
52115;2091;;;;;;;
52135;2094;;;;;;;
52155;2111;;;;;;;
52175;2100;;;;;;;
52195;2097;;;;;;;
52215;2098;;;;;;;
52235;2102;;;;;;;
52255;2098;;;;;;;
52275;2099;;;;;;;
52295;2082;;;;;;;
52315;2097;;;;;;;
52335;2095;;;;;;;
52355;2096;;;;;;;
52375;2096;;;;;;;
52395;2102;;;;;;;
52415;2095;;;;;;;
52435;2095;;;;;;;
52455;2096;;;;;;;
52475;2101;;;;;;;
52495;2091;;;;;;;
52515;2101;;;;;;;
52535;2096;;;;;;;
52555;2096;;;;;;;
52575;2100;;;;;;;
52595;2092;;;;;;;
52615;2096;;;;;;;
52635;2097;;;;;;;
52655;2101;;;;;;;
52675;2096;;;;;;;
52695;2099;;;;;;;
52715;2096;;;;;;;
52735;2097;;;;;;;
52755;2096;;;;;;;
52775;2097;;;;;;;
52795;2094;;;;;;;
52815;2097;;;;;;;
52835;2102;;;;;;;
52855;2098;;;;;;;
52875;2096;;;;;;;
52895;2096;;;;;;;
52915;2097;;;;;;;
52935;2103;;;;;;;
52955;2095;;;;;;;
52975;2099;;;;;;;
52995;2095;;;;;;;
53015;2075;;;;;;;
53035;2096;;;;;;;
53055;2094;;;;;;;
53075;2097;;;;;;;
53095;2096;;;;;;;
53115;2095;;;;;;;
53135;2094;;;;;;;
53155;2096;;;;;;;
53175;2097;;;;;;;
53195;2097;;;;;;;
53215;2085;;;;;;;
53235;2096;;;;;;;
53255;2087;;;;;;;
53275;2100;;;;;;;
53295;2094;;;;;;;
53315;2106;;;;;;;
53335;2080;;;;;;;
53355;2100;;;;;;;
53375;2096;;;;;;;
53395;2099;;;;;;;
53415;2098;;;;;;;
53435;2101;;;;;;;
53455;2095;;;;;;;
53475;2101;;;;;;;
53495;2101;;;;;;;
53515;2095;;;;;;;
53535;2097;;;;;;;
53555;2087;;;;;;;
53575;2100;;;;;;;
53595;2101;;;;;;;
53615;2096;;;;;;;
53635;2097;;;;;;;
53655;2103;;;;;;;
53675;2103;;;;;;;
53695;2101;;;;;;;
53715;2106;;;;;;;
53735;2097;;;;;;;
53755;2093;;;;;;;
53775;2099;;;;;;;
53795;2096;;;;;;;
53815;2095;;;;;;;
53835;2093;;;;;;;
53855;2097;;;;;;;
53875;2100;;;;;;;
53895;2102;;;;;;;
53915;2097;;;;;;;
53935;2094;;;;;;;
53955;2093;;;;;;;
53975;2095;;;;;;;
53995;2112;;;;;;;
54015;2096;;;;;;;
54035;2094;;;;;;;
54055;2099;;;;;;;
54075;2089;;;;;;;
54095;2092;;;;;;;
54115;2094;;;;;;;
54135;2094;;;;;;;
54155;2093;;;;;;;
54175;2089;;;;;;;
54195;2106;;;;;;;
54215;2090;;;;;;;
54235;2086;;;;;;;
54255;2093;;;;;;;
54275;2096;;;;;;;
54295;2101;;;;;;;
54315;2103;;;;;;;
54335;2103;;;;;;;
54355;2103;;;;;;;
54375;2096;;;;;;;
54395;2096;;;;;;;
54415;2090;;;;;;;
54435;2091;;;;;;;
54455;2096;;;;;;;
54475;2095;;;;;;;
54495;2099;;;;;;;
54515;2096;;;;;;;
54535;2096;;;;;;;
54555;2113;;;;;;;
54575;2105;;;;;;;
54595;2099;;;;;;;
54615;2102;;;;;;;
54635;2098;;;;;;;
54655;2099;;;;;;;
54675;2101;;;;;;;
54695;2096;;;;;;;
54715;2094;;;;;;;
54735;2105;;;;;;;
54755;2096;;;;;;;
54775;2102;;;;;;;
54795;2091;;;;;;;
54815;2096;;;;;;;
54835;2096;;;;;;;
54855;2097;;;;;;;
54875;2101;;;;;;;
54895;2087;;;;;;;
54915;2096;;;;;;;
54935;2093;;;;;;;
54955;2099;;;;;;;
54975;2096;;;;;;;
54995;2092;;;;;;;
55015;2096;;;;;;;
55035;2102;;;;;;;
55055;2105;;;;;;;
55075;2096;;;;;;;
55095;2095;;;;;;;
55115;2099;;;;;;;
55135;2091;;;;;;;
55155;2105;;;;;;;
55175;2092;;;;;;;
55195;2093;;;;;;;
55215;2096;;;;;;;
55235;2097;;;;;;;
55255;2096;;;;;;;
55275;2096;;;;;;;
55295;2103;;;;;;;
55315;2102;;;;;;;
55335;2101;;;;;;;
55355;2096;;;;;;;
55375;2091;;;;;;;
55395;2096;;;;;;;
55415;2091;;;;;;;
55435;2094;;;;;;;
55455;2085;;;;;;;
55475;2096;;;;;;;
55495;2096;;;;;;;
55515;2093;;;;;;;
55535;2105;;;;;;;
55555;2105;;;;;;;
55575;2097;;;;;;;
55595;2099;;;;;;;
55615;2106;;;;;;;
55635;2097;;;;;;;
55655;2096;;;;;;;
55675;2096;;;;;;;
55695;2094;;;;;;;
55715;2105;;;;;;;
55735;2091;;;;;;;
55755;2101;;;;;;;
55775;2087;;;;;;;
55795;2099;;;;;;;
55815;2096;;;;;;;
55835;2098;;;;;;;
55855;2096;;;;;;;
55875;2099;;;;;;;
55895;2097;;;;;;;
55915;2093;;;;;;;
55935;2109;;;;;;;
55955;2081;;;;;;;
55975;2085;;;;;;;
55995;2096;;;;;;;
56015;2095;;;;;;;
56035;2093;;;;;;;
56055;2093;;;;;;;
56075;2086;;;;;;;
56095;2107;;;;;;;
56115;2089;;;;;;;
56135;2091;;;;;;;
56155;2106;;;;;;;
56175;2095;;;;;;;
56195;2096;;;;;;;
56215;2105;;;;;;;
56235;2089;;;;;;;
56255;2102;;;;;;;
56275;2087;;;;;;;
56295;2096;;;;;;;
56315;2096;;;;;;;
56335;2095;;;;;;;
56355;2103;;;;;;;
56375;2096;;;;;;;
56395;2096;;;;;;;
56415;2093;;;;;;;
56435;2097;;;;;;;
56455;2093;;;;;;;
56475;2096;;;;;;;
56495;2110;;;;;;;
56515;2091;;;;;;;
56535;2099;;;;;;;
56555;2082;;;;;;;
56575;2085;;;;;;;
56595;2095;;;;;;;
56615;2097;;;;;;;
56635;2101;;;;;;;
56655;2099;;;;;;;
56675;2087;;;;;;;
56695;2091;;;;;;;
56715;2097;;;;;;;
56735;2098;;;;;;;
56755;2091;;;;;;;
56775;2096;;;;;;;
56795;2096;;;;;;;
56815;2105;;;;;;;
56835;2099;;;;;;;
56855;2096;;;;;;;
56875;2096;;;;;;;
56895;2095;;;;;;;
56915;2091;;;;;;;
56935;2092;;;;;;;
56955;2096;;;;;;;
56975;2096;;;;;;;
56995;2101;;;;;;;
57015;2096;;;;;;;
57035;2095;;;;;;;
57055;2096;;;;;;;
57075;2097;;;;;;;
57095;2096;;;;;;;
57115;2081;;;;;;;
57135;2087;;;;;;;
57155;2096;;;;;;;
57175;2097;;;;;;;
57195;2098;;;;;;;
57215;2098;;;;;;;
57235;2093;;;;;;;
57255;2086;;;;;;;
57275;2102;;;;;;;
57295;2095;;;;;;;
57315;2090;;;;;;;
57335;2094;;;;;;;
57355;2096;;;;;;;
57375;2106;;;;;;;
57395;2086;;;;;;;
57415;2091;;;;;;;
57435;2095;;;;;;;
57455;2091;;;;;;;
57475;2096;;;;;;;
57495;2093;;;;;;;
57515;2095;;;;;;;
57535;2090;;;;;;;
57555;2100;;;;;;;
57575;2095;;;;;;;
57595;2083;;;;;;;
57615;2105;;;;;;;
57635;2095;;;;;;;
57655;2096;;;;;;;
57675;2086;;;;;;;
57695;2099;;;;;;;
57715;2098;;;;;;;
57735;2090;;;;;;;
57755;2097;;;;;;;
57775;2106;;;;;;;
57795;2098;;;;;;;
57815;2096;;;;;;;
57835;2095;;;;;;;
57855;2096;;;;;;;
57875;2102;;;;;;;
57895;2101;;;;;;;
57915;2095;;;;;;;
57935;2100;;;;;;;
57955;2093;;;;;;;
57975;2099;;;;;;;
57995;2096;;;;;;;
58015;2099;;;;;;;
58035;2102;;;;;;;
58055;2099;;;;;;;
58075;2096;;;;;;;
58095;2092;;;;;;;
58115;2095;;;;;;;
58135;2096;;;;;;;
58155;2101;;;;;;;
58175;2099;;;;;;;
58195;2099;;;;;;;
58215;2096;;;;;;;
58235;2111;;;;;;;
58255;2089;;;;;;;
58275;2096;;;;;;;
58295;2096;;;;;;;
58315;2090;;;;;;;
58335;2098;;;;;;;
58355;2090;;;;;;;
58375;2103;;;;;;;
58395;2096;;;;;;;
58415;2109;;;;;;;
58435;2098;;;;;;;
58455;2102;;;;;;;
58475;2097;;;;;;;
58495;2089;;;;;;;
58515;2099;;;;;;;
58535;2095;;;;;;;
58555;2096;;;;;;;
58575;2102;;;;;;;
58595;2101;;;;;;;
58615;2096;;;;;;;
58635;2096;;;;;;;
58655;2096;;;;;;;
58675;2099;;;;;;;
58695;2102;;;;;;;
58715;2096;;;;;;;
58735;2095;;;;;;;
58755;2091;;;;;;;
58775;2075;;;;;;;
58795;2099;;;;;;;
58815;2097;;;;;;;
58835;2096;;;;;;;
58855;2097;;;;;;;
58875;2089;;;;;;;
58895;2092;;;;;;;
58915;2093;;;;;;;
58935;2095;;;;;;;
58955;2093;;;;;;;
58975;2093;;;;;;;
58995;2099;;;;;;;
59015;2095;;;;;;;
59035;2088;;;;;;;
59055;2106;;;;;;;
59075;2097;;;;;;;
59095;2096;;;;;;;
59115;2097;;;;;;;
59135;2095;;;;;;;
59155;2092;;;;;;;
59175;2092;;;;;;;
59195;2095;;;;;;;
59215;2096;;;;;;;
59235;2096;;;;;;;
59255;2087;;;;;;;
59275;2103;;;;;;;
59295;2087;;;;;;;
59315;2095;;;;;;;
59335;2097;;;;;;;
59355;2083;;;;;;;
59375;2103;;;;;;;
59395;2110;;;;;;;
59415;2103;;;;;;;
59435;2097;;;;;;;
59455;2096;;;;;;;
59475;2089;;;;;;;
59495;2096;;;;;;;
59515;2096;;;;;;;
59535;2096;;;;;;;
59555;2091;;;;;;;
59575;2101;;;;;;;
59595;2096;;;;;;;
59615;2096;;;;;;;
59635;2087;;;;;;;
59655;2106;;;;;;;
59675;2094;;;;;;;
59695;2097;;;;;;;
59715;2089;;;;;;;
59735;2089;;;;;;;
59755;2092;;;;;;;
59775;2097;;;;;;;
59795;2099;;;;;;;
59815;2101;;;;;;;
59835;2096;;;;;;;
59855;2099;;;;;;;
59875;2097;;;;;;;
59895;2096;;;;;;;
59915;2100;;;;;;;
59935;2090;;;;;;;
59955;2105;;;;;;;
59975;2096;;;;;;;
59995;2097;;;;;;;
60015;2090;;;;;;;
60035;2095;;;;;;;
60055;2097;;;;;;;
60075;2093;;;;;;;
60095;2100;;;;;;;
60115;2099;;;;;;;
60135;2103;;;;;;;
60155;2096;;;;;;;
60175;2107;;;;;;;
60195;2101;;;;;;;
60215;2090;;;;;;;
60235;2096;;;;;;;
60255;2089;;;;;;;
60275;2082;;;;;;;
60295;2097;;;;;;;
60315;2096;;;;;;;
60335;2098;;;;;;;
60355;2092;;;;;;;
60375;2096;;;;;;;
60395;2083;;;;;;;
60415;2096;;;;;;;
60435;2097;;;;;;;
60455;2091;;;;;;;
60475;2093;;;;;;;
60495;2099;;;;;;;
60515;2096;;;;;;;
60535;2096;;;;;;;
60555;2105;;;;;;;
60575;2096;;;;;;;
60595;2100;;;;;;;
60615;2087;;;;;;;
60635;2093;;;;;;;
60655;2094;;;;;;;
60675;2086;;;;;;;
60695;2105;;;;;;;
60715;2101;;;;;;;
60735;2099;;;;;;;
60755;2096;;;;;;;
60775;2093;;;;;;;
60795;2107;;;;;;;
60815;2103;;;;;;;
60835;2091;;;;;;;
60855;2087;;;;;;;
60875;2083;;;;;;;
60895;2102;;;;;;;
60915;2093;;;;;;;
60935;2096;;;;;;;
60955;2095;;;;;;;
60975;2096;;;;;;;
60995;2109;;;;;;;
61015;2101;;;;;;;
61035;2099;;;;;;;
61055;2096;;;;;;;
61075;2096;;;;;;;
61095;2097;;;;;;;
61115;2090;;;;;;;
61135;2095;;;;;;;
61155;2091;;;;;;;
61175;2106;;;;;;;
61195;2096;;;;;;;
61215;2101;;;;;;;
61235;2105;;;;;;;
61255;2105;;;;;;;
61275;2099;;;;;;;
61295;2096;;;;;;;
61315;2096;;;;;;;
61335;2102;;;;;;;
