"Time";"Sensor_Raw";"Voltage";"Distance_mm";"Label";"Q1";"Q3";"IQR";"Lower_Bound";"Upper_Bound"
"22:10:21.353";"2020";"1628";"25";"2,5cm";"2006,00";"2023,00";"17,00";"1980,500";"2048,500"
"22:10:21.854";"2015";"1624";"25";"2,5cm";"2006,00";"2023,00";"17,00";"1980,500";"2048,500"
"22:10:22.353";"2032";"1638";"25";"2,5cm";"2006,00";"2023,00";"17,00";"1980,500";"2048,500"
"22:10:22.853";"2023";"1630";"25";"2,5cm";"2006,00";"2023,00";"17,00";"1980,500";"2048,500"
"22:10:23.353";"2027";"1633";"25";"2,5cm";"2006,00";"2023,00";"17,00";"1980,500";"2048,500"
"22:10:23.853";"2015";"1624";"25";"2,5cm";"2006,00";"2023,00";"17,00";"1980,500";"2048,500"
"22:10:24.354";"2021";"1629";"25";"2,5cm";"2006,00";"2023,00";"17,00";"1980,500";"2048,500"
"22:11:11.782";"1993";"1606";"30";"3cm";"1996,75";"2002,00";"5,25";"1988,875";"2009,875"
"22:11:12.282";"1998";"1610";"30";"3cm";"1996,75";"2002,00";"5,25";"1988,875";"2009,875"
"22:11:12.781";"2000";"1612";"30";"3cm";"1996,75";"2002,00";"5,25";"1988,875";"2009,875"
"22:11:13.282";"2000";"1612";"30";"3cm";"1996,75";"2002,00";"5,25";"1988,875";"2009,875"
"22:11:14.782";"2001";"1613";"30";"3cm";"1996,75";"2002,00";"5,25";"1988,875";"2009,875"
"22:11:15.281";"1991";"1604";"30";"3cm";"1996,75";"2002,00";"5,25";"1988,875";"2009,875"
"22:11:15.781";"2000";"1612";"30";"3cm";"1996,75";"2002,00";"5,25";"1988,875";"2009,875"
"22:11:16.282";"1995";"1608";"30";"3cm";"1996,75";"2002,00";"5,25";"1988,875";"2009,875"
"22:11:16.782";"2000";"1612";"30";"3cm";"1996,75";"2002,00";"5,25";"1988,875";"2009,875"
"22:11:17.281";"2003";"1614";"30";"3cm";"1996,75";"2002,00";"5,25";"1988,875";"2009,875"
"22:11:17.782";"2000";"1612";"30";"3cm";"1996,75";"2002,00";"5,25";"1988,875";"2009,875"
"22:11:18.281";"1991";"1604";"30";"3cm";"1996,75";"2002,00";"5,25";"1988,875";"2009,875"
"22:11:18.781";"1999";"1611";"30";"3cm";"1996,75";"2002,00";"5,25";"1988,875";"2009,875"
"22:11:19.281";"2000";"1612";"30";"3cm";"1996,75";"2002,00";"5,25";"1988,875";"2009,875"
"22:11:19.782";"1997";"1609";"30";"3cm";"1996,75";"2002,00";"5,25";"1988,875";"2009,875"
"22:11:20.282";"2000";"1612";"30";"3cm";"1996,75";"2002,00";"5,25";"1988,875";"2009,875"
"22:11:21.282";"1991";"1604";"30";"3cm";"1996,75";"2002,00";"5,25";"1988,875";"2009,875"
"22:11:21.782";"2003";"1614";"30";"3cm";"1996,75";"2002,00";"5,25";"1988,875";"2009,875"
"22:11:22.281";"1998";"1610";"30";"3cm";"1996,75";"2002,00";"5,25";"1988,875";"2009,875"
"22:11:22.782";"2000";"1612";"30";"3cm";"1996,75";"2002,00";"5,25";"1988,875";"2009,875"
"22:11:23.282";"1994";"1607";"30";"3cm";"1996,75";"2002,00";"5,25";"1988,875";"2009,875"
"22:11:23.781";"2001";"1613";"30";"3cm";"1996,75";"2002,00";"5,25";"1988,875";"2009,875"
"22:11:24.282";"2000";"1612";"30";"3cm";"1996,75";"2002,00";"5,25";"1988,875";"2009,875"
"22:11:24.782";"2000";"1612";"30";"3cm";"1996,75";"2002,00";"5,25";"1988,875";"2009,875"
"22:11:25.282";"2000";"1612";"30";"3cm";"1996,75";"2002,00";"5,25";"1988,875";"2009,875"
"22:11:25.782";"2005";"1616";"30";"3cm";"1996,75";"2002,00";"5,25";"1988,875";"2009,875"
"22:11:26.281";"1999";"1611";"30";"3cm";"1996,75";"2002,00";"5,25";"1988,875";"2009,875"
"22:11:26.782";"2000";"1612";"30";"3cm";"1996,75";"2002,00";"5,25";"1988,875";"2009,875"
"22:11:27.281";"1994";"1607";"30";"3cm";"1996,75";"2002,00";"5,25";"1988,875";"2009,875"
"22:11:27.781";"1997";"1609";"30";"3cm";"1996,75";"2002,00";"5,25";"1988,875";"2009,875"
"22:11:28.282";"2002";"1613";"30";"3cm";"1996,75";"2002,00";"5,25";"1988,875";"2009,875"
"22:11:28.781";"1998";"1610";"30";"3cm";"1996,75";"2002,00";"5,25";"1988,875";"2009,875"
"22:11:29.282";"2000";"1612";"30";"3cm";"1996,75";"2002,00";"5,25";"1988,875";"2009,875"
"22:11:29.782";"2000";"1612";"30";"3cm";"1996,75";"2002,00";"5,25";"1988,875";"2009,875"
"22:11:30.282";"1997";"1609";"30";"3cm";"1996,75";"2002,00";"5,25";"1988,875";"2009,875"
"22:11:30.782";"2001";"1613";"30";"3cm";"1996,75";"2002,00";"5,25";"1988,875";"2009,875"
"22:11:31.282";"1999";"1611";"30";"3cm";"1996,75";"2002,00";"5,25";"1988,875";"2009,875"
"22:11:31.782";"1999";"1611";"30";"3cm";"1996,75";"2002,00";"5,25";"1988,875";"2009,875"
"22:11:32.282";"2006";"1617";"30";"3cm";"1996,75";"2002,00";"5,25";"1988,875";"2009,875"
"22:11:32.782";"1991";"1604";"30";"3cm";"1996,75";"2002,00";"5,25";"1988,875";"2009,875"
"22:11:33.282";"1991";"1604";"30";"3cm";"1996,75";"2002,00";"5,25";"1988,875";"2009,875"
"22:11:33.782";"2000";"1612";"30";"3cm";"1996,75";"2002,00";"5,25";"1988,875";"2009,875"
"22:11:34.282";"2000";"1612";"30";"3cm";"1996,75";"2002,00";"5,25";"1988,875";"2009,875"
"22:11:34.782";"2000";"1612";"30";"3cm";"1996,75";"2002,00";"5,25";"1988,875";"2009,875"
"22:11:35.282";"1993";"1606";"30";"3cm";"1996,75";"2002,00";"5,25";"1988,875";"2009,875"
"22:11:35.782";"2004";"1615";"30";"3cm";"1996,75";"2002,00";"5,25";"1988,875";"2009,875"
"22:11:36.282";"2000";"1612";"30";"3cm";"1996,75";"2002,00";"5,25";"1988,875";"2009,875"
"22:11:36.782";"2003";"1614";"30";"3cm";"1996,75";"2002,00";"5,25";"1988,875";"2009,875"
"22:11:37.282";"2002";"1613";"30";"3cm";"1996,75";"2002,00";"5,25";"1988,875";"2009,875"
"22:11:37.782";"2000";"1612";"30";"3cm";"1996,75";"2002,00";"5,25";"1988,875";"2009,875"
"22:11:38.782";"2007";"1617";"30";"3cm";"1996,75";"2002,00";"5,25";"1988,875";"2009,875"
"22:11:39.282";"2000";"1612";"30";"3cm";"1996,75";"2002,00";"5,25";"1988,875";"2009,875"
"22:11:39.782";"2000";"1612";"30";"3cm";"1996,75";"2002,00";"5,25";"1988,875";"2009,875"
"22:11:40.282";"1998";"1610";"30";"3cm";"1996,75";"2002,00";"5,25";"1988,875";"2009,875"
"22:11:40.782";"2000";"1612";"30";"3cm";"1996,75";"2002,00";"5,25";"1988,875";"2009,875"
"22:11:41.283";"1993";"1606";"30";"3cm";"1996,75";"2002,00";"5,25";"1988,875";"2009,875"
"22:11:41.782";"2003";"1614";"30";"3cm";"1996,75";"2002,00";"5,25";"1988,875";"2009,875"
"22:11:42.282";"2003";"1614";"30";"3cm";"1996,75";"2002,00";"5,25";"1988,875";"2009,875"
"22:11:42.782";"2005";"1616";"30";"3cm";"1996,75";"2002,00";"5,25";"1988,875";"2009,875"
"22:11:43.282";"2002";"1613";"30";"3cm";"1996,75";"2002,00";"5,25";"1988,875";"2009,875"
"22:11:43.782";"1995";"1608";"30";"3cm";"1996,75";"2002,00";"5,25";"1988,875";"2009,875"
"22:11:44.282";"2003";"1614";"30";"3cm";"1996,75";"2002,00";"5,25";"1988,875";"2009,875"
"22:11:45.282";"1997";"1609";"30";"3cm";"1996,75";"2002,00";"5,25";"1988,875";"2009,875"
"22:11:45.782";"1999";"1611";"30";"3cm";"1996,75";"2002,00";"5,25";"1988,875";"2009,875"
"22:11:46.282";"2000";"1612";"30";"3cm";"1996,75";"2002,00";"5,25";"1988,875";"2009,875"
"22:11:46.783";"2000";"1612";"30";"3cm";"1996,75";"2002,00";"5,25";"1988,875";"2009,875"
"22:11:47.282";"2002";"1613";"30";"3cm";"1996,75";"2002,00";"5,25";"1988,875";"2009,875"
"22:11:47.783";"2005";"1616";"30";"3cm";"1996,75";"2002,00";"5,25";"1988,875";"2009,875"
"22:11:48.282";"1991";"1604";"30";"3cm";"1996,75";"2002,00";"5,25";"1988,875";"2009,875"
"22:11:48.782";"1998";"1610";"30";"3cm";"1996,75";"2002,00";"5,25";"1988,875";"2009,875"
"22:11:49.282";"1998";"1610";"30";"3cm";"1996,75";"2002,00";"5,25";"1988,875";"2009,875"
"22:11:50.282";"2001";"1613";"30";"3cm";"1996,75";"2002,00";"5,25";"1988,875";"2009,875"
"22:11:50.783";"1998";"1610";"30";"3cm";"1996,75";"2002,00";"5,25";"1988,875";"2009,875"
"22:11:51.282";"1994";"1607";"30";"3cm";"1996,75";"2002,00";"5,25";"1988,875";"2009,875"
"22:11:51.782";"1993";"1606";"30";"3cm";"1996,75";"2002,00";"5,25";"1988,875";"2009,875"
"22:11:52.282";"2001";"1613";"30";"3cm";"1996,75";"2002,00";"5,25";"1988,875";"2009,875"
"22:11:52.782";"2000";"1612";"30";"3cm";"1996,75";"2002,00";"5,25";"1988,875";"2009,875"
"22:11:53.782";"1990";"1604";"30";"3cm";"1996,75";"2002,00";"5,25";"1988,875";"2009,875"
"22:11:54.282";"1997";"1609";"30";"3cm";"1996,75";"2002,00";"5,25";"1988,875";"2009,875"
"22:11:55.283";"1997";"1609";"30";"3cm";"1996,75";"2002,00";"5,25";"1988,875";"2009,875"
"22:11:55.782";"2005";"1616";"30";"3cm";"1996,75";"2002,00";"5,25";"1988,875";"2009,875"
"22:11:56.282";"2009";"1619";"30";"3cm";"1996,75";"2002,00";"5,25";"1988,875";"2009,875"
"22:11:56.782";"2000";"1612";"30";"3cm";"1996,75";"2002,00";"5,25";"1988,875";"2009,875"
"22:11:57.282";"2003";"1614";"30";"3cm";"1996,75";"2002,00";"5,25";"1988,875";"2009,875"
"22:11:57.783";"1995";"1608";"30";"3cm";"1996,75";"2002,00";"5,25";"1988,875";"2009,875"
"22:11:58.282";"1999";"1611";"30";"3cm";"1996,75";"2002,00";"5,25";"1988,875";"2009,875"
"22:11:58.782";"1994";"1607";"30";"3cm";"1996,75";"2002,00";"5,25";"1988,875";"2009,875"
"22:11:59.783";"1994";"1607";"30";"3cm";"1996,75";"2002,00";"5,25";"1988,875";"2009,875"
"22:12:00.283";"1993";"1606";"30";"3cm";"1996,75";"2002,00";"5,25";"1988,875";"2009,875"
"22:12:00.783";"2001";"1613";"30";"3cm";"1996,75";"2002,00";"5,25";"1988,875";"2009,875"
"22:12:01.283";"1990";"1604";"30";"3cm";"1996,75";"2002,00";"5,25";"1988,875";"2009,875"
"22:12:02.283";"1999";"1611";"30";"3cm";"1996,75";"2002,00";"5,25";"1988,875";"2009,875"
"22:12:02.783";"2009";"1619";"30";"3cm";"1996,75";"2002,00";"5,25";"1988,875";"2009,875"
"22:12:03.283";"2003";"1614";"30";"3cm";"1996,75";"2002,00";"5,25";"1988,875";"2009,875"
"22:12:03.783";"1993";"1606";"30";"3cm";"1996,75";"2002,00";"5,25";"1988,875";"2009,875"
"22:12:04.283";"2003";"1614";"30";"3cm";"1996,75";"2002,00";"5,25";"1988,875";"2009,875"
"22:12:04.782";"2000";"1612";"30";"3cm";"1996,75";"2002,00";"5,25";"1988,875";"2009,875"
"22:12:05.282";"2005";"1616";"30";"3cm";"1996,75";"2002,00";"5,25";"1988,875";"2009,875"
"22:12:05.783";"1994";"1607";"30";"3cm";"1996,75";"2002,00";"5,25";"1988,875";"2009,875"
"22:12:06.283";"2000";"1612";"30";"3cm";"1996,75";"2002,00";"5,25";"1988,875";"2009,875"
"22:12:06.782";"2002";"1613";"30";"3cm";"1996,75";"2002,00";"5,25";"1988,875";"2009,875"
"22:12:07.283";"2007";"1617";"30";"3cm";"1996,75";"2002,00";"5,25";"1988,875";"2009,875"
"22:12:07.782";"1997";"1609";"30";"3cm";"1996,75";"2002,00";"5,25";"1988,875";"2009,875"
"22:12:08.283";"1995";"1608";"30";"3cm";"1996,75";"2002,00";"5,25";"1988,875";"2009,875"
"22:12:08.782";"1998";"1610";"30";"3cm";"1996,75";"2002,00";"5,25";"1988,875";"2009,875"
"22:12:09.283";"1990";"1604";"30";"3cm";"1996,75";"2002,00";"5,25";"1988,875";"2009,875"
"22:12:09.782";"1993";"1606";"30";"3cm";"1996,75";"2002,00";"5,25";"1988,875";"2009,875"
"22:12:10.283";"1998";"1610";"30";"3cm";"1996,75";"2002,00";"5,25";"1988,875";"2009,875"
"22:12:10.783";"2000";"1612";"30";"3cm";"1996,75";"2002,00";"5,25";"1988,875";"2009,875"
"22:12:11.282";"2000";"1612";"30";"3cm";"1996,75";"2002,00";"5,25";"1988,875";"2009,875"
"22:12:11.783";"1999";"1611";"30";"3cm";"1996,75";"2002,00";"5,25";"1988,875";"2009,875"
"22:12:12.283";"2004";"1615";"30";"3cm";"1996,75";"2002,00";"5,25";"1988,875";"2009,875"
"22:12:12.783";"2004";"1615";"30";"3cm";"1996,75";"2002,00";"5,25";"1988,875";"2009,875"
"22:12:13.283";"1997";"1609";"30";"3cm";"1996,75";"2002,00";"5,25";"1988,875";"2009,875"
"22:12:13.782";"1990";"1604";"30";"3cm";"1996,75";"2002,00";"5,25";"1988,875";"2009,875"
"22:12:14.283";"1996";"1608";"30";"3cm";"1996,75";"2002,00";"5,25";"1988,875";"2009,875"
"22:12:14.783";"1998";"1610";"30";"3cm";"1996,75";"2002,00";"5,25";"1988,875";"2009,875"
"22:12:15.283";"1999";"1611";"30";"3cm";"1996,75";"2002,00";"5,25";"1988,875";"2009,875"
"22:12:15.782";"1991";"1604";"30";"3cm";"1996,75";"2002,00";"5,25";"1988,875";"2009,875"
"22:12:16.283";"2001";"1613";"30";"3cm";"1996,75";"2002,00";"5,25";"1988,875";"2009,875"
"22:12:16.783";"2003";"1614";"30";"3cm";"1996,75";"2002,00";"5,25";"1988,875";"2009,875"
"22:12:17.283";"2003";"1614";"30";"3cm";"1996,75";"2002,00";"5,25";"1988,875";"2009,875"
"22:12:18.283";"2003";"1614";"30";"3cm";"1996,75";"2002,00";"5,25";"1988,875";"2009,875"
"22:12:18.784";"1995";"1608";"30";"3cm";"1996,75";"2002,00";"5,25";"1988,875";"2009,875"
"22:12:19.283";"2001";"1613";"30";"3cm";"1996,75";"2002,00";"5,25";"1988,875";"2009,875"
"22:12:19.782";"1999";"1611";"30";"3cm";"1996,75";"2002,00";"5,25";"1988,875";"2009,875"
"22:12:20.283";"2000";"1612";"30";"3cm";"1996,75";"2002,00";"5,25";"1988,875";"2009,875"
"22:12:20.783";"1999";"1611";"30";"3cm";"1996,75";"2002,00";"5,25";"1988,875";"2009,875"
"22:12:21.283";"1997";"1609";"30";"3cm";"1996,75";"2002,00";"5,25";"1988,875";"2009,875"
"22:12:21.783";"1999";"1611";"30";"3cm";"1996,75";"2002,00";"5,25";"1988,875";"2009,875"
"22:12:22.284";"2003";"1614";"30";"3cm";"1996,75";"2002,00";"5,25";"1988,875";"2009,875"
"22:12:22.784";"2000";"1612";"30";"3cm";"1996,75";"2002,00";"5,25";"1988,875";"2009,875"
"22:12:23.284";"1995";"1608";"30";"3cm";"1996,75";"2002,00";"5,25";"1988,875";"2009,875"
"22:17:53.818";"1988";"1602";"35";"3,5cm";"1979,00";"1987,50";"8,50";"1966,250";"2000,250"
"22:17:54.308";"1990";"1604";"35";"3,5cm";"1979,00";"1987,50";"8,50";"1966,250";"2000,250"
"22:17:54.808";"1973";"1590";"35";"3,5cm";"1979,00";"1987,50";"8,50";"1966,250";"2000,250"
"22:17:55.308";"1986";"1600";"35";"3,5cm";"1979,00";"1987,50";"8,50";"1966,250";"2000,250"
"22:17:55.808";"1983";"1598";"35";"3,5cm";"1979,00";"1987,50";"8,50";"1966,250";"2000,250"
"22:17:56.308";"1975";"1592";"35";"3,5cm";"1979,00";"1987,50";"8,50";"1966,250";"2000,250"
"22:17:56.808";"1983";"1598";"35";"3,5cm";"1979,00";"1987,50";"8,50";"1966,250";"2000,250"
"22:17:57.308";"1979";"1595";"35";"3,5cm";"1979,00";"1987,50";"8,50";"1966,250";"2000,250"
"22:17:57.808";"1981";"1596";"35";"3,5cm";"1979,00";"1987,50";"8,50";"1966,250";"2000,250"
"22:17:58.308";"1979";"1595";"35";"3,5cm";"1979,00";"1987,50";"8,50";"1966,250";"2000,250"
"22:17:58.808";"1983";"1598";"35";"3,5cm";"1979,00";"1987,50";"8,50";"1966,250";"2000,250"
"22:17:59.308";"1974";"1591";"35";"3,5cm";"1979,00";"1987,50";"8,50";"1966,250";"2000,250"
"22:17:59.808";"1991";"1604";"35";"3,5cm";"1979,00";"1987,50";"8,50";"1966,250";"2000,250"
"22:18:00.308";"1983";"1598";"35";"3,5cm";"1979,00";"1987,50";"8,50";"1966,250";"2000,250"
"22:18:00.809";"1982";"1597";"35";"3,5cm";"1979,00";"1987,50";"8,50";"1966,250";"2000,250"
"22:18:01.308";"1981";"1596";"35";"3,5cm";"1979,00";"1987,50";"8,50";"1966,250";"2000,250"
"22:18:01.807";"1980";"1596";"35";"3,5cm";"1979,00";"1987,50";"8,50";"1966,250";"2000,250"
"22:18:02.308";"1982";"1597";"35";"3,5cm";"1979,00";"1987,50";"8,50";"1966,250";"2000,250"
"22:18:02.809";"1970";"1588";"35";"3,5cm";"1979,00";"1987,50";"8,50";"1966,250";"2000,250"
"22:18:03.308";"1986";"1600";"35";"3,5cm";"1979,00";"1987,50";"8,50";"1966,250";"2000,250"
"22:18:03.808";"1990";"1604";"35";"3,5cm";"1979,00";"1987,50";"8,50";"1966,250";"2000,250"
"22:18:04.308";"1989";"1603";"35";"3,5cm";"1979,00";"1987,50";"8,50";"1966,250";"2000,250"
"22:18:04.809";"1971";"1588";"35";"3,5cm";"1979,00";"1987,50";"8,50";"1966,250";"2000,250"
"22:18:05.308";"1978";"1594";"35";"3,5cm";"1979,00";"1987,50";"8,50";"1966,250";"2000,250"
"22:18:05.808";"1990";"1604";"35";"3,5cm";"1979,00";"1987,50";"8,50";"1966,250";"2000,250"
"22:18:06.309";"1984";"1599";"35";"3,5cm";"1979,00";"1987,50";"8,50";"1966,250";"2000,250"
"22:18:06.808";"1982";"1597";"35";"3,5cm";"1979,00";"1987,50";"8,50";"1966,250";"2000,250"
"22:18:07.308";"1989";"1603";"35";"3,5cm";"1979,00";"1987,50";"8,50";"1966,250";"2000,250"
"22:18:07.808";"1984";"1599";"35";"3,5cm";"1979,00";"1987,50";"8,50";"1966,250";"2000,250"
"22:18:08.308";"1987";"1601";"35";"3,5cm";"1979,00";"1987,50";"8,50";"1966,250";"2000,250"
"22:18:08.809";"1978";"1594";"35";"3,5cm";"1979,00";"1987,50";"8,50";"1966,250";"2000,250"
"22:18:09.308";"1987";"1601";"35";"3,5cm";"1979,00";"1987,50";"8,50";"1966,250";"2000,250"
"22:18:09.808";"1973";"1590";"35";"3,5cm";"1979,00";"1987,50";"8,50";"1966,250";"2000,250"
"22:18:10.307";"1983";"1598";"35";"3,5cm";"1979,00";"1987,50";"8,50";"1966,250";"2000,250"
"22:18:10.808";"1984";"1599";"35";"3,5cm";"1979,00";"1987,50";"8,50";"1966,250";"2000,250"
"22:18:11.308";"1984";"1599";"35";"3,5cm";"1979,00";"1987,50";"8,50";"1966,250";"2000,250"
"22:18:11.808";"1999";"1611";"35";"3,5cm";"1979,00";"1987,50";"8,50";"1966,250";"2000,250"
"22:18:12.308";"1987";"1601";"35";"3,5cm";"1979,00";"1987,50";"8,50";"1966,250";"2000,250"
"22:18:12.808";"1994";"1607";"35";"3,5cm";"1979,00";"1987,50";"8,50";"1966,250";"2000,250"
"22:18:13.309";"1989";"1603";"35";"3,5cm";"1979,00";"1987,50";"8,50";"1966,250";"2000,250"
"22:18:13.808";"1986";"1600";"35";"3,5cm";"1979,00";"1987,50";"8,50";"1966,250";"2000,250"
"22:18:14.309";"2000";"1612";"35";"3,5cm";"1979,00";"1987,50";"8,50";"1966,250";"2000,250"
"22:18:14.809";"1981";"1596";"35";"3,5cm";"1979,00";"1987,50";"8,50";"1966,250";"2000,250"
"22:18:15.309";"1989";"1603";"35";"3,5cm";"1979,00";"1987,50";"8,50";"1966,250";"2000,250"
"22:18:15.809";"1998";"1610";"35";"3,5cm";"1979,00";"1987,50";"8,50";"1966,250";"2000,250"
"22:18:16.308";"1977";"1593";"35";"3,5cm";"1979,00";"1987,50";"8,50";"1966,250";"2000,250"
"22:18:16.808";"1974";"1591";"35";"3,5cm";"1979,00";"1987,50";"8,50";"1966,250";"2000,250"
"22:18:17.308";"1974";"1591";"35";"3,5cm";"1979,00";"1987,50";"8,50";"1966,250";"2000,250"
"22:18:17.808";"1995";"1608";"35";"3,5cm";"1979,00";"1987,50";"8,50";"1966,250";"2000,250"
"22:18:18.309";"1984";"1599";"35";"3,5cm";"1979,00";"1987,50";"8,50";"1966,250";"2000,250"
"22:18:18.808";"1985";"1600";"35";"3,5cm";"1979,00";"1987,50";"8,50";"1966,250";"2000,250"
"22:18:19.308";"1987";"1601";"35";"3,5cm";"1979,00";"1987,50";"8,50";"1966,250";"2000,250"
"22:18:19.808";"1983";"1598";"35";"3,5cm";"1979,00";"1987,50";"8,50";"1966,250";"2000,250"
"22:18:20.308";"1983";"1598";"35";"3,5cm";"1979,00";"1987,50";"8,50";"1966,250";"2000,250"
"22:18:20.808";"1971";"1588";"35";"3,5cm";"1979,00";"1987,50";"8,50";"1966,250";"2000,250"
"22:18:21.309";"1975";"1592";"35";"3,5cm";"1979,00";"1987,50";"8,50";"1966,250";"2000,250"
"22:18:21.808";"1989";"1603";"35";"3,5cm";"1979,00";"1987,50";"8,50";"1966,250";"2000,250"
"22:18:22.308";"1975";"1592";"35";"3,5cm";"1979,00";"1987,50";"8,50";"1966,250";"2000,250"
"22:18:22.808";"1982";"1597";"35";"3,5cm";"1979,00";"1987,50";"8,50";"1966,250";"2000,250"
"22:18:23.308";"1995";"1608";"35";"3,5cm";"1979,00";"1987,50";"8,50";"1966,250";"2000,250"
"22:18:23.809";"1992";"1605";"35";"3,5cm";"1979,00";"1987,50";"8,50";"1966,250";"2000,250"
"22:18:24.309";"1993";"1606";"35";"3,5cm";"1979,00";"1987,50";"8,50";"1966,250";"2000,250"
"22:18:24.809";"1986";"1600";"35";"3,5cm";"1979,00";"1987,50";"8,50";"1966,250";"2000,250"
"22:18:25.309";"1978";"1594";"35";"3,5cm";"1979,00";"1987,50";"8,50";"1966,250";"2000,250"
"22:18:25.808";"1984";"1599";"35";"3,5cm";"1979,00";"1987,50";"8,50";"1966,250";"2000,250"
"22:18:26.309";"1979";"1595";"35";"3,5cm";"1979,00";"1987,50";"8,50";"1966,250";"2000,250"
"22:18:26.808";"1984";"1599";"35";"3,5cm";"1979,00";"1987,50";"8,50";"1966,250";"2000,250"
"22:18:27.309";"1983";"1598";"35";"3,5cm";"1979,00";"1987,50";"8,50";"1966,250";"2000,250"
"22:18:27.808";"1979";"1595";"35";"3,5cm";"1979,00";"1987,50";"8,50";"1966,250";"2000,250"
"22:18:28.308";"1979";"1595";"35";"3,5cm";"1979,00";"1987,50";"8,50";"1966,250";"2000,250"
"22:18:28.808";"1984";"1599";"35";"3,5cm";"1979,00";"1987,50";"8,50";"1966,250";"2000,250"
"22:18:29.308";"1970";"1588";"35";"3,5cm";"1979,00";"1987,50";"8,50";"1966,250";"2000,250"
"22:18:29.809";"1980";"1596";"35";"3,5cm";"1979,00";"1987,50";"8,50";"1966,250";"2000,250"
"22:18:30.308";"1983";"1598";"35";"3,5cm";"1979,00";"1987,50";"8,50";"1966,250";"2000,250"
"22:18:30.808";"1989";"1603";"35";"3,5cm";"1979,00";"1987,50";"8,50";"1966,250";"2000,250"
"22:18:31.309";"1980";"1596";"35";"3,5cm";"1979,00";"1987,50";"8,50";"1966,250";"2000,250"
"22:18:31.809";"1974";"1591";"35";"3,5cm";"1979,00";"1987,50";"8,50";"1966,250";"2000,250"
"22:18:32.309";"1994";"1607";"35";"3,5cm";"1979,00";"1987,50";"8,50";"1966,250";"2000,250"
"22:18:32.808";"1973";"1590";"35";"3,5cm";"1979,00";"1987,50";"8,50";"1966,250";"2000,250"
"22:18:33.308";"1980";"1596";"35";"3,5cm";"1979,00";"1987,50";"8,50";"1966,250";"2000,250"
"22:18:33.809";"1980";"1596";"35";"3,5cm";"1979,00";"1987,50";"8,50";"1966,250";"2000,250"
"22:18:34.308";"1985";"1600";"35";"3,5cm";"1979,00";"1987,50";"8,50";"1966,250";"2000,250"
"22:18:34.809";"1986";"1600";"35";"3,5cm";"1979,00";"1987,50";"8,50";"1966,250";"2000,250"
"22:18:35.309";"1973";"1590";"35";"3,5cm";"1979,00";"1987,50";"8,50";"1966,250";"2000,250"
"22:18:35.809";"1986";"1600";"35";"3,5cm";"1979,00";"1987,50";"8,50";"1966,250";"2000,250"
"22:18:36.309";"1990";"1604";"35";"3,5cm";"1979,00";"1987,50";"8,50";"1966,250";"2000,250"
"22:18:36.809";"1981";"1596";"35";"3,5cm";"1979,00";"1987,50";"8,50";"1966,250";"2000,250"
"22:18:37.309";"1981";"1596";"35";"3,5cm";"1979,00";"1987,50";"8,50";"1966,250";"2000,250"
"22:18:37.808";"1982";"1597";"35";"3,5cm";"1979,00";"1987,50";"8,50";"1966,250";"2000,250"
"22:18:38.309";"1979";"1595";"35";"3,5cm";"1979,00";"1987,50";"8,50";"1966,250";"2000,250"
"22:18:38.809";"1975";"1592";"35";"3,5cm";"1979,00";"1987,50";"8,50";"1966,250";"2000,250"
"22:18:39.309";"1975";"1592";"35";"3,5cm";"1979,00";"1987,50";"8,50";"1966,250";"2000,250"
"22:18:39.808";"1979";"1595";"35";"3,5cm";"1979,00";"1987,50";"8,50";"1966,250";"2000,250"
"22:18:40.309";"1989";"1603";"35";"3,5cm";"1979,00";"1987,50";"8,50";"1966,250";"2000,250"
"22:18:40.809";"1984";"1599";"35";"3,5cm";"1979,00";"1987,50";"8,50";"1966,250";"2000,250"
"22:18:41.309";"1974";"1591";"35";"3,5cm";"1979,00";"1987,50";"8,50";"1966,250";"2000,250"
"22:18:41.809";"1990";"1604";"35";"3,5cm";"1979,00";"1987,50";"8,50";"1966,250";"2000,250"
"22:18:42.309";"1995";"1608";"35";"3,5cm";"1979,00";"1987,50";"8,50";"1966,250";"2000,250"
"22:18:42.808";"1986";"1600";"35";"3,5cm";"1979,00";"1987,50";"8,50";"1966,250";"2000,250"
"22:18:43.308";"1971";"1588";"35";"3,5cm";"1979,00";"1987,50";"8,50";"1966,250";"2000,250"
"22:18:43.808";"1989";"1603";"35";"3,5cm";"1979,00";"1987,50";"8,50";"1966,250";"2000,250"
"22:18:44.308";"1982";"1597";"35";"3,5cm";"1979,00";"1987,50";"8,50";"1966,250";"2000,250"
"22:18:44.809";"1991";"1604";"35";"3,5cm";"1979,00";"1987,50";"8,50";"1966,250";"2000,250"
"22:18:45.308";"1982";"1597";"35";"3,5cm";"1979,00";"1987,50";"8,50";"1966,250";"2000,250"
"22:18:45.809";"1989";"1603";"35";"3,5cm";"1979,00";"1987,50";"8,50";"1966,250";"2000,250"
"22:18:46.309";"1994";"1607";"35";"3,5cm";"1979,00";"1987,50";"8,50";"1966,250";"2000,250"
"22:18:46.809";"1991";"1604";"35";"3,5cm";"1979,00";"1987,50";"8,50";"1966,250";"2000,250"
"22:18:47.309";"1982";"1597";"35";"3,5cm";"1979,00";"1987,50";"8,50";"1966,250";"2000,250"
"22:18:47.809";"1983";"1598";"35";"3,5cm";"1979,00";"1987,50";"8,50";"1966,250";"2000,250"
